"talkid";"title";"type";"description";"skill";"from";"to";"room";"fromIso";"toIso"
"e4b330927f10cd09318dd27d036b4f97";"Treating Network Assets as Scheduleable Resources";"Networking";"Several cloud-providers now offer a managed Kubernetes solution. Customers launch their worker nodes within a Virtual Private Cloud (VPC) and in majority of these environments, Container Network Interface (CNI) is the preferred networking solution.  While the default scheduler tracks CPU and Memory as resources and allocates pods to nodes based on the availability of the required resources, it does not natively track network resources such as IP addresses. This session will describe a centralized cluster networking solution built using custom resource controllers, admission webhooks and CNI plugins to enable network assets to be treated as cluster wide Kubernetes resources.  The controller and webhook are re-usable platform agnostic components that can support Linux, Windows and ARM64 worker nodes. They also serve as the foundational blocks for building special purpose extensions.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 11:55";"Wednesday May 22, 2019 12:30";"Hall 8.0 C2";"2019-05-22T11:55:00";"2019-05-22T12:30:00"
"042f84a5328deaeeca80d78d3fa37ef2";"From New Cluster to Insight. Deploying Monitoring and Logging to Kubernetes";"Observability";"The question that most people ask after spinning up their first Kubernetes cluster is ""how do I do monitoring and logging"".  In this session we'll utilize open source tools like Prometheus, Helm, Grafana, and Loki to quickly go from being in the dark to having full visibility into the happenings of our clusters and workloads. We'll deploy an entire monitoring and logging stack to a fresh cluster live and discuss the pros and cons of such tools.  You'll leave this session with a playbook on how to bootstrap your cluster observability and some gotchas and lesson's learned from our monitoring of large workloads at DigitalOcean.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 11:55";"Wednesday May 22, 2019 12:30";"Hall 8.0 A1";"2019-05-22T11:55:00";"2019-05-22T12:30:00"
"9929a9390f5cced8c330fb4204b1f367";"Koping with Change: What kops Learned Adopting etcd3, cluster-api and CRDs";"Operations";"Kubernetes continues to adds features rapidly, but this makes it hard to install and operating a reliable kubernetes cluster. kops is an official OSS installation tool that makes kubernetes installation and operation turn-key.  But doing that requires that kops manage that complexity. We’ve had a busy year, migrating to etcd3, moving from an aggregated-apiserver to CRDs, starting to adopt the cluster-api. At the same time we’re taking the best pieces of kops and contributing them ""upstream"" into reusable modules - contributing to etcd-management and addon-management tools, as well as to the cluster-api.  We’ll give an overview of these changes and some of the challenges we faced, and share our strategies for dealing with the relentless pace of kubernetes change. We’ll also talk about how the upcoming roadmap for kubernetes, kops and for the components we’re spinning out of kops.";"Advanced (Expert level experience)";"Wednesday May 22, 2019 11:55";"Wednesday May 22, 2019 12:30";"Hall 8.0 C1";"2019-05-22T11:55:00";"2019-05-22T12:30:00"
"aa819763db9f3e4a8d06208acc96ec32";"Crafty Requests: Deep Dive Into Kubernetes CVE-2018-1002105";"Security + Identity + Policy";"You may have heard about CVE-2018-1002105, one of the most severe Kubernetes security vulnerabilities of all time. But how does this flaw work? How can it be exploited, and what does it all mean?  This deep dive will walk the audience through the Kubernetes back end, going over relevant concepts like aggregated API servers, the kubelet API, and permissions for namespace-constrained users. We will explain the details of how this flaw works, how a cluster’s moving parts can fit together to create a vulnerable context, and the risks involved in leaving this CVE unpatched in the wild.  A live demonstration will show the audience exactly how easy it is to exploit this vulnerability. After explaining the attack pathways, the audience will leave with practical advice about mitigation and how to protect their clusters.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 11:55";"Wednesday May 22, 2019 12:30";"Hall 8.0 C4";"2019-05-22T11:55:00";"2019-05-22T12:30:00"
"e8b1d1673a49ebd0fc9ad657263c3aa2";"FaaS is Not Only the Serverless: Stream Processing with Serverless";"Serverless";"Function as a Service is the popular solution of Serverless, which runs a short-lived function. In contrast, we will show a new Serverless: run long-lived function to deal with stream data. Our proposal is unique since it starts multiple Serverless functions for single stream, and let them keep processing the stream one after another. This enables a new use case like enriching an application with AI-powered analytics using video stream in real-time. NTT Communications has developed a new platform with Kubernetes and gRPC. We will throw a live demo to send voice stream from browser to this platform and run media processing functions in real-time. The functions will be open sourced, and all participants can try it out from tomorrow.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 11:55";"Wednesday May 22, 2019 12:30";"Hall 8.0 F5";"2019-05-22T11:55:00";"2019-05-22T12:30:00"
"4eeef6e82f130f5b3532b9bfcbe82f82";"Service Meshes: At What Cost?";"Service Mesh";"“What is the performance impact that a service mesh has?""  ""What overhead does being on the mesh incur?”  By far, this is the most common questioned by engineers coming to with the value of functionality provided by a service mesh. Generally, this question goes unanswered.  We will share methodology and results of performance testing research done in collaboration with a university, through the lens an open source service mesh benchmark tool - a tool used to provide a common benchmark across service meshes (their control planes, like Istio) and modern proxies (their data planes, like Envoy).  Over 10 service meshes projects will be reviewed. In addition to performance, we’ll take an in-depth look at the landscape of service meshes, characterize and contrast their functionality as well as their data plane and control plane architectures.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 11:55";"Wednesday May 22, 2019 12:30";"Hall 8.0 B1";"2019-05-22T11:55:00";"2019-05-22T12:30:00"
"c591b4a004812f6c5088587796cad484";"Benchmarking Cloud Native Databases Performance on Kubernetes";"Storage";"CNCF defines cloud native technologies as, ""technologies that empower organizations to build and run scalable applications in modern and dynamic environments. Cloud native technologies enable loosely coupled systems that are resilient, manageable, and observable”.According to Kubernetes Application Survey 2018, SQL and NoSQL databases are the second and third most deployed types of software deployed to Kubernetes. However, currently there are only few benchmarking results available on cloud native databases as per CNCF definition.Therefore, in this talk, we will present our findings on experiments to benchmark various cloud native databases such as Vitess, CockroachDB, FoundationDB, TiDB and YugaByte DB. The experiments try to benchmark scalability and elasticity of each databases when they’re running on Kubernetes.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 11:55";"Wednesday May 22, 2019 12:30";"Hall 8.0 D2";"2019-05-22T11:55:00";"2019-05-22T12:30:00"
"0611f36d9a2f01e492587e8f2c69348d";"Meet The Maintainer: Harbor";"Meet the Maintainer + AmbassadorWednesday";;;"Wednesday May 22, 2019 12:00";"Wednesday May 22, 2019 12:30";"CNCF Answer Bar, Sponsor Showcase";"2019-05-22T12:00:00";"2019-05-22T12:30:00"
"df942f2ed6825ee11688d8efd96f3182";"Meet The Maintainer: Rook";"Meet the Maintainer + AmbassadorWednesday";;;"Wednesday May 22, 2019 12:30";"Wednesday May 22, 2019 13:00";"CNCF Answer Bar, Sponsor Showcase";"2019-05-22T12:30:00";"2019-05-22T13:00:00"
"5a5d9a7206c1da494babd9cb1dacbfdb";"Lunch (Provided)";"Breaks + Meals";"KubeCon + CloudNativeCon Europe is a NUT FREE event. All menu items have been verified with the venue as being 100% nut free. While we strive to ensure that there are no nuts in our menu items, we cannot prevent people from bringing items into the venue. If your allergy is airborne, please be sure to carry your Epi-Pen with you at all times.Vegetarian Meal Request: Vegetarian options will be available at all meal functions including breaks. These meals will be included in the main buffets and will be clearly marked as vegetarian.Halal, Kosher, & Lactose, and Gluten-Free Request: If you have requested a Halal, Kosher, Gluten or Lactose-Free meal, you will pick up your request from the Specialty Diet Pick Up Points. There are two locations throughout the conference to pick up your meal. The first is located in the back of Hall 7 (Sponsor Showcase), and the second is in Hall 8.1 near the main entrance. Breaks will be served from Hall 7 and lunch meals are available for pick up in both locations. If you have trouble finding these locations, please ask and LF staff member for assistance.";;"Wednesday May 22, 2019 12:30";"Wednesday May 22, 2019 14:00";"Hall 7 + 8.1";"2019-05-22T12:30:00";"2019-05-22T14:00:00"
"28cf7ae14ec5501d44e72f77aa91133c";"Diversity Lunch + Hack, Sponsored by Google Cloud (Additional Registration Required)";"Social EventsBreaks + Meals";"Register here, Space is limited.Join us for a luncheon and program back by popular demand! The luncheon will feature round table discussions, opportunities to get hands on with Kubernetes or pair programming on your problem of choice in a safe space. There’s something for everyone – newcomers, experts, women, non-binary, female-identifying indiviuals, and male allies welcomed.You’ll have the chance to get to connect with others in the community and build relationships with both novice and open source experts in the tech industry from around the globe.Registration for the Diversity Lunch + Hack is Required. Register here, Space is limited.";;"Wednesday May 22, 2019 12:30";"Wednesday May 22, 2019 14:00";"Hall 8.0 D1";"2019-05-22T12:30:00";"2019-05-22T14:00:00"
"c39eaae9be0419ed8a8f28c93dc20295";"Meet The Maintainer: Harbor";"Meet the Maintainer + AmbassadorWednesday";;;"Wednesday May 22, 2019 13:00";"Wednesday May 22, 2019 13:30";"CNCF Answer Bar, Sponsor Showcase";"2019-05-22T13:00:00";"2019-05-22T13:30:00"
"ed9d6d4f62bd9f0060a8f77046164380";"Meet The Maintainer: Linkerd";"Meet the Maintainer + AmbassadorWednesday";;;"Wednesday May 22, 2019 13:00";"Wednesday May 22, 2019 13:30";"CNCF Answer Bar, Sponsor Showcase";"2019-05-22T13:00:00";"2019-05-22T13:30:00"
"0d0357df92d1f7fc2632aa3de78a04b4";"Meet The Maintainer: Open Policy Agent";"Meet the Maintainer + AmbassadorWednesday";;;"Wednesday May 22, 2019 13:30";"Wednesday May 22, 2019 14:00";"CNCF Answer Bar, Sponsor Showcase";"2019-05-22T13:30:00";"2019-05-22T14:00:00"
"62d2163b76add6920ce875161fbd01d1";"Meet The Maintainer: Vitess";"Meet the Maintainer + AmbassadorWednesday";;;"Wednesday May 22, 2019 13:30";"Wednesday May 22, 2019 14:00";"CNCF Answer Bar, Sponsor Showcase";"2019-05-22T13:30:00";"2019-05-22T14:00:00"
"927d822720c3afa0c7c44ea8c5a2b0bf";"Meet the Ambassador";"Meet the Maintainer + AmbassadorWednesday";;;"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:30";"CNCF Answer Bar, Sponsor Showcase";"2019-05-22T14:00:00";"2019-05-22T14:30:00"
"e4d11f5d6ace5432ab8cf565daac45ae";"Meet the Maintainer: CoreDNS- John Belarmic, Google";"Meet the Maintainer + AmbassadorWednesday";;;"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:30";"CNCF Answer Bar, Sponsor Showcase";"2019-05-22T14:00:00";"2019-05-22T14:30:00"
"ef6158226820d00eb1f9cda537273b61";"Hacking Helm";"Application + Development";"Helm is the best way to build, package, and run Kubernetes manifests. However it has been considered by some as a fairly insecure way to deploy software, mostly due to its server component Tiller. Let’s put that to the test and hack (and then protect from those hacks) Helm.Paul will talk about the architecture behind Helm (v2) and how it is seen as particularly vulnerable to hacks designed to either gather information about deployed applications and even access the kubernetes cluster itself. Paul will then demonstrate several hacks in growing sophistication that do exactly that and then show how to protect yourself from those attacks. Paul will finish with a summary of how you can use Helm as securely as possible.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 A1";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"f633327e5d0c83568a56a2a41f06081e";"Panel Discussion: Democratizing HPC & AI: Startups Scale Up with Cloud Native";"Case Studies";"Innovativeness, resourcefulness, and responsiveness are all part of the startup DNA, and with the aid of the cloud native era and ecosystem, they are unstoppable. Hear how these European startups are leveraging technologies such as Kubernetes, containers, GPUs, Singularity and more to gain efficiencies across architecture, time, and team to reach global scale, reshape user interactions, and even, save lives.In this panel, startups from Barcelona and the UK will discuss how cloud native technologies have helped unlock access to unlimited potential across such diverse case studies as identifying and fixing gender pay gap issues, creating computational models of virtual patients, reinventing cloud-based video collaboration, and interpreting travel and navigation based on time, all to transform their businesses to match behavioral patterns within their industries.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 F1";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"35f5fff8674a4e5a5552213cb53e8a3e";"2 Years of TGIKubernetes";"Community";"2 years ago Joe Beda tweeted about a Friday afternoon “Hacking on Kubernetes with Joe”. The overall interest with overwhelming. The sessions serve as an archive of Kubernetes and cloud native knowledge that we share with the broader open source community. What started out as a fun carefree afternoon with Joe, later turned into one of the most prized cloud native resources on the internet. Join us as we talk about the lessons we learned, and talk about the struggle to get to where we are today.We learn about how Kubernetes empowers engineers to “test drive” open source software at faster iteration cycles than ever before. With TGIK8s we have inadvertently discovered that sharing technology can cost an organization less in resources than encouraging independent evaluation of tooling.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 D4";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"ce97c78c19ab46ee8f166f1abef8a2a5";"Lifecycle of a kubectl Command: Harden Kubernetes Setup with Automation";"Customizing + Extending Kubernetes";"We at Booking.com run tens of on-premise multi-tenant Kubernetes clusters at scale. To automate integration with our existing bare-metal infrastructure and for running kubectl auth pipeline, we run an ecosystem using custom Kubernetes Controllers, Pod Security Policies and Kubernetes Auth & Admission Webhooks.  Kubernetes provides end users with limitless possibilities of automation to harden cluster setup, secure authentication and authorization pipelines and validate workload definition as per organization requirements which most of the users are not aware of or make use of. Most of the time hardening Kubernetes setup in a multi-tenant cluster with per namespace based setup itself can turn into a huge toil for the operators.  In this talk, you will see how we at Booking.com have achieved the aforementioned features in a fully automated fashion with zero human intervention involved.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.1 G1";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"62baffcab50497258af368081ee3033a";"Building Cross-Cloud ML Pipelines with Kubeflow with Spark & Tensorflow";"Machine Learning + Data";"Data Science, Machine Learning, and Artificial Intelligence has exploded in popularity in the last five years, but the nagging question remains, “How to put models into production?” In this talk, we present KubeFlow- an open source project aims to answer this.  This talk will examine how the intricacies involved in taking your pipeline and running it between clouds, mixing data from multiple sources, and building multi-component pipelines. We’ll examine how to tie together multiple tools to prepare your data and train the final model, as well as how to create a serving system to match.  The audience will learn how to use kubernetes as a replacement for YARN simplifying your big data stack and empowering your data scientists to self-serve libraries and avoid being responsible for maintaining 20 different incompatible conda environments.";"Beginner (Very basic information)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 C4";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"8a8cb2abb6f48e895a3dd7f53502ed78";"Deep Dive Fluent Bit: Logging & Stream Processing";"Maintainer Track";"Fluent Bit is a Fluentd sub-project that aims to solve hard data challenges in the cloud space. On this deep dive session, we will talk about its architecture, how data workflows operate and the ability to perform advanced data transformation. Also, we will demonstrate the new ability to perform Stream Processing on the Edge.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 E5";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"c50a5efac4ca89351cca58e39049faf7";"Deep Dive: Contributor Experience SIG";"Maintainer Track";"Join us for a live session of the weekly contributor experience meeting! Meet members of the SIG in person and learn how you can contribute. Check out the agenda [here] (https://docs.google.com/document/d/1qf-02B7EOrItQgwXFxgqZ5qjW0mtfu5qkYIF1Hl4ZLI/edit)";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 E4";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"68f7acb21c1a848d8466f5e24bb198c9";"Deep Dive: Kubernetes (Instrumentation) SIG";"Maintainer Track";"The SIG Instrumentation deep dive is going to cover some of the details of performance optimizations we have recently been working on, both on a technical level of how they were achieved, but also the results of said optimizations. Beyond that we will dive into advanced topics of how to make use of the data Kubernetes exposes for advanced querying in order to perform monitoring and alerting on Kubernetes clusters.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 E9";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"0af5d5c4d18a919234ea1f836cb8dc77";"Deep Dive: Service Catalog SIG";"Maintainer TrackWednesday";"Join us for a deep dive into how the Kubernetes Service Catalog works under the covers. Starting with a quick overview of Service Catalog and some of the challenges we faced while bridging the different processing models between Kubernetes and the Open Service Broker API, we will then look at more advanced scenarios and new features from the perspective of cluster operators, application developers and helm chart authors. You’ll come away with a solid understanding of how Service Catalog works and recommended workflows and practices for using it. Finally we would love for anyone considering contributing to stop by and get an introduction to all the parts of Service Catalog, meet the maintainers and learn how to become a contributor!";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.1 G3";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"565bec319cf7e33d98641ab366f40228";"Deep Dive: Virtual Kubelet";"Maintainer Track";"Virtual Kubelet has most recently been accepted into the CNCF as a sandboxed project. As the project continues to grow in contributors and users we are always looking for ways to educate folks on how to contribute back to Virtual Kubelet. In this talk we will focus on the core interface of Virtual Kubelet and how a developer could get started with building his/her first provider! The talk will include an engineer from Alibaba who contributed the Elastic Container Instance provider and a maintainer of Virtual Kubelet, so we have a spectrum of perspectives represented.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 E1";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"a108299bd874a3b7c331845cd6be98dd";"Intro: Scheduling SIG";"Maintainer Track";"In the past years, sig-scheduling incubated four projects to meet different scheduling scenario, e.g. batch workload, resource rebalance. We'd like to give an introduction for those incubator projects, so please join us for understanding of them. In this presentation, we'll give an introduction on its background, user case, tutorial and so on. We will also cover the feature interaction with kube-scheduler for better resource utilization. This session is most useful for cluster admins or those who want to start contributing to Kubernetes scheduler.";"Beginner (Very basic information)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"CC8.27–28";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"7446844cb64b9d1dcc35e894c16b62fb";"gRPC Load Balancing and Service Mesh";"Networking";"Service mesh architecture proposes a unique approach for control plane management (including load balancing). This talk goes over the options available for gRPC load-balancing in the context of a gRPC integration in a service mesh. In this talk, we will cover:various load balancing options available for gRPC and the tradeoff associated with each one of them.load balancing at scale with and without gRPC lookaside load balancing.proxy based load balancing and Service Mesh along with considerations when using them as an alternative to lookaside gRPC load balancing.how unified endpoint management can be achieved for Health check and load metric reporting for both gRPC load balancing and Service Mesh.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 C2";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"b9f75ff8ddfd00fe46fb01d63d75d819";"Deep Dive: Kubernetes Metric APIs Using Prometheus";"Observability";"Kubernetes traditionally uses metrics for its core scheduling decisions - in the beginning all of this started with an opinionated internal stack. Since then Kubernetes has introduced 3 orthogonal standardized metrics APIs. As of today many implementations exist - i.e. for cloud providers and on premise.  In this talk we will first show the community process around metrics in Kubernetes, how the Special Interest Group (SIG) for instrumentation works and how to get involved. We will do an overview and deep dive in all 3 metric APIs, with a concrete fully open source Prometheus based deployment example. Once we have Prometheus running we will show how to bridge the gap between Prometheus and Kubernetes to use these APIs. Finally, we will conclude the talk with an example on scaling your deployments based on custom metrics served by your Prometheus with the Horizontal Pod Autoscaler.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 B3";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"8ab0562f3abccaf66aaa1ed24911667a";"The Magic of Kubernetes Self-Healing Capabilities";"Operations";"Kubernetes is used to manage large-scale clusters with hundreds or thousands of nodes. Components will inevitably fail at this scale, but human intervention to detect and correct these failures is unsustainable. This is where Kubernetes shines. With a declarative API and guarantees of eventual consistency, Kubernetes is able to continuously monitor the system and take actions to keep the cluster healthy.  This talk provides an architectural overview of the self-healing capabilities of Kubernetes. We will discuss how these capabilities are born from the declarative API, and how Kubernetes components work together to drive to the desired state. We will provide detailed examples from the volume subsystem which automatically makes storage available to containers. We will end by revealing edge cases that Kubernetes currently doesn’t handle well, and explain the plans to address these issues.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 B1";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"21c25cfa527adca9fe2e4d6d26122eba";"Inside the CNCF Project Security Reviews";"Security + Identity + Policy";"Last year the CNCF started funding security reviews for its projects. This talk examines the review process from the inside and looks at the outcomes and lessons from the reviews that have been performed so far. What vulnerabilities were found? What types of problem are common across projects? How should you prepare for a review?  The talk will cover how to make the most of a security review, what to expect from it, what to bring to the review process, and how to maximise the benefits of a review. It will be illustrated with details of the review process for the Notary and TUF audits from the inside as I was involved in this process, and with a detailed analysis of the public reports, including Prometheus, CoreDNS, Envoy, Containerd and more. The talk will look at the issues found in the different projects, the areas in which issues were not found, and common themes.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 F5";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"83c531ff34e22b86d49c8693dbd55650";"The Serverless Landscape and Event Driven Futures";"Serverless";"Serverless design patterns have grown in popularity amongst developers and enterprises alike and the ecosystem is exploding. Developers like moving faster by focusing on business logic without worrying about the underlying infrastructure. Today, there are umpteen solutions and OSS projects in the market and the space needs some organization to maximize effort.There is a lot of curiosity and confusion around serverless computing. What is it? Who is it for? Is it a replacement for IaaS, PaaS, and containers? Does that mean the days of servers are over? The CNCF created the Serverless Working Group to explore the intersection of cloud native and serverless technology. The first output of the group was creation of serverless landscape. The landscape lists some of the more common/popular Serverless projects, platforms, tooling, and services.";"Beginner (Very basic information)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 C1";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"ea4ac13188b14e58618553a6373dfbb1";"Benefits of a Service Mesh When Integrating Kubernetes with Legacy Services";"Service Mesh";"Having Kubernetes for your service landscape is great. Having a service mesh technology inside is even better - but there are legacy services, too. Leveraging the benefits of a service mesh is possible even without migrating all your legacy services into your kubernetes cluster - you can integrate them into the mesh.  We'll give a brief overview of the properties and benefits of service meshes in general and specifically how they are configurable in Istio. Then we'll have a look at the expansion of the mesh to services outside of kubernetes. We'll go into how the expansion is done, what needs to be done in the legacy systems and what obstacles we had to overcome.  On a sidetrack we'll show a ""service mesh light"", a mechanism to make legacy services protected by IP ACLs accessible from your kubernetes cluster, without deploying a full fledged service mesh implementation.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 D2";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"d79221835be8d0cbd8ff025bb0ffb2c6";"Kubernetes Storage 101";"Storage";"Just getting started with Kubernetes? In this introductory talk we’ll cover usage of persistent storage in Kubernetes so you can avoid its steep learning curve and common gotchas.  Why does it look so complicated? What is a PersistentVolume? What is a PersistentVolumeClaim? Why are there two separate objects instead of just one? How is storage presented into my containers? How do I write scalable persistent applications? Where do I look to debug when storage is not working? How do I connect Kubernetes to my storage backend? What is this Container Storage Interface (CSI) thing that everybody is talking about???  We will answer all of these questions and more. You will leave this talk with a solid foundation for thinking about storage in Kubernetes as well as a greater understanding of how you can put the various pieces together to fit your unique use case.";"Beginner (Very basic information)";"Wednesday May 22, 2019 14:00";"Wednesday May 22, 2019 14:35";"Hall 8.0 F3";"2019-05-22T14:00:00";"2019-05-22T14:35:00"
"21c109e6e0c963f5ad6756c8679e6c8c";"Meet The Ambassador: Michael Mueller, Container Solutions";"Meet the Maintainer + AmbassadorWednesday";;;"Wednesday May 22, 2019 14:30";"Wednesday May 22, 2019 15:00";"CNCF Answer Bar, Sponsor Showcase";"2019-05-22T14:30:00";"2019-05-22T15:00:00"
"ee3228dfd1247d5d107a2e1734f09972";"Strategies to ""Kubernetify"" Legacy Applications";"Application + Development";"Microservice-based architectures have seen large-scale adoption and have become the industry standard for developing cloud-native applications. This growth is supplemented by key technologies like Docker, Kubernetes, Istio and many more.  When modernizing legacy apps, migrating everything to a cloud-native architecture in a ""Big Bang"" approach is not feasible as it can be time consuming and prone to failure. In this talk, I'll outline key strategies to modernize legacy applications without sacrificing agility, quality and high-availability. In addition, I'll walk through a modernization path with a sample app.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:50";"Wednesday May 22, 2019 15:25";"Hall 8.0 A1";"2019-05-22T14:50:00";"2019-05-22T15:25:00"
"d2badd0bd8ae2ccb92f7ef34ba440c45";"Deconstructing Apache Hadoop: A Dialogue About a Cloud-Native Refactor";"Case Studies";"Many existing applications like the Big Data stack is in a community debate over moving to K8s. They see it as the future, but there are lots of unknowns and complex problems to solve. This is a dialogue between two developers who are exploring and trying to finding the true path to becoming Cloud Native.  In this talk, we will discuss in detail our experiences and issues that we have faced in moving the Hadoop Object store Ozone as a Cloud native storage solution that runs on top of K8s.  We will take a deep dive into the advantages and challenges that we faced during this journey — having a cluster manager like K8s allows us to move away from managing physical details and instead focus on the storage part. Some of the challenges were things like security and how we tackle that.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:50";"Wednesday May 22, 2019 15:25";"Hall 8.0 F1";"2019-05-22T14:50:00";"2019-05-22T15:25:00"
"a3f66d104d3279a294ff622f33a12d5d";"5 Steps to Building Inclusive Communities";"Community";"5 Steps to Building an Inclusive Communities  The drive to connect is fundamental to human nature. But how do you build a community that your users want to be a part of? With 10 DockerCon’s under her belt, Ashlynn Polini shares the secrets behind creating inclusive events and programs for developers and operator communities, including:  - How to create an inclusive and welcoming community that users want to be a part of - What to prioritize for a great user experience - How virtual and in person events should be fundamental to your community strategy  Attendees will leave this talk with a checklist of tried and true methods to help them build experiences and programs for their next meetup or conference.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:50";"Wednesday May 22, 2019 15:25";"Hall 8.0 D4";"2019-05-22T14:50:00";"2019-05-22T15:25:00"
"ae900289e3dc84efbfe265bed5aad387";"Ready? A Deep Dive into Pod Readiness Gates for Service Health Management";"Customizing + Extending Kubernetes";"This talk will be a deep dive on “pod readiness gates”, a new Kubernetes API for extending pod readiness with custom external controllers and introduce its usage in real world scenarios with service health management. Kubernetes clusters that integrate with external network infrastructure (such as a cloud provider) need a way to coordinate Kubernetes Pod “readiness” with setup latencies in the network fabric. Not tackling this problem causes lost packets and dropped connections OR requires inserting worst-case delays to pod startup to account for external setup. It allows Foremast, an open source engine to maintain the health of applications running on K8s, to remediate similar problems in a much smoother way. Minhan and Ping will cover the coordination problem, how the new pod readiness gate API fixes the issue and experiences from both Google and Intuit using the API with real workloads. At Google, this API is used to ensure no traffic disruption occurs for user service across changes to the workload. At Intuit, this API is used to maintain application health during canary deployment using Foremast.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:50";"Wednesday May 22, 2019 15:25";"Hall 8.1 G1";"2019-05-22T14:50:00";"2019-05-22T15:25:00"
"405f362a9c68b1f9728cb83c6d8710ee";"Managing Machine Learning in Production with Kubeflow and DevOps";"Machine Learning + Data";"Kubeflow has helped bring machine learning to Kubernetes, but there’s still a significant gap relative to how to productize these workloads. While DevOps and GitOps have made huge traction in recent years, many customers struggle to apply these practices to ML workloads.   This talk will focus on ways to effectively infuse AI into production-grade applications through establishing practices around model reproducibility, validation, versioning/tracking, and safe/compliant deployment.   We will demonstrate how to run an E2E machine learning system using nothing more than Git. This will integrate DevOps, data and ML pipelines together, and show how to use multiple workload orchestrators together.  While the examples will be run using Azure Pipelines and Kubeflow, we will also show how to extend these platforms to any orchestration tool.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:50";"Wednesday May 22, 2019 15:25";"Hall 8.0 C2";"2019-05-22T14:50:00";"2019-05-22T15:25:00"
"bc99d446c4e134d209dc9893faa39f7c";"Deep Dive: CLI SIG";"Maintainer Track";"The ""deep dive"" session will focus on the vision and strategy for the ""kubectl"" project. There have been multiple efforts to evolve ""kubectl"" to be more de-coupled and maintainable. We will report the progress of these efforts. We will leave some of the time for Q&A.";"Intermediate (Mid-level experience)";"Wednesday May 22, 2019 14:50";"Wednesday May 22, 2019 15:25";"CC8.27–28";"2019-05-22T14:50:00";"2019-05-22T15:25:00"
