talkid;name;role;bio
d79221835be8d0cbd8ff025bb0ffb2c6;Jan Šafránek;Software Engineer, Red Hat;Jan is Principal Software Engineer at Red Hat working on storage aspects of Kubernetes. He started developing Kubernetes more than 4 years ago and is one of founding members of SIG-Storage. He’s the author of PersistentVolume controller, dynamic provisioning and StorageClass API... Read More →
ee3228dfd1247d5d107a2e1734f09972;Sai Vennam;Developer Advocate, IBM;Sai Vennam is a Developer Advocate at IBM with expertise on managed Kubernetes, Serverless, Hybrid Cloud, App Modernization, Node.js, Go and API Management. He creates developer-friendly content, videos, and samples to showcase the latest and greatest cloud technology. He’s passionate... Read More →
d2badd0bd8ae2ccb92f7ef34ba440c45;Marton Elek;Engineer, Cloudera;Marton Elek is am Open Source Engineer at Cloudera. He is an Apache committer in Apache Hadoop project and PMC member of Apache Ratis.  |   |  He has an experimental containerization project for Hadoop, Spark and other bigdata components which includes docker containers, and configuration... Read More →
d2badd0bd8ae2ccb92f7ef34ba440c45;Anu Engineer;Principal Software Engineer, Cloudera;Anu Engineer is a Principal Software Engineer at Cloudera. He is a PMC member of Apache Hadoop and Ratis projects.  |   |  He is one of the core contributors of Apache Hadoop Ozone. |   |  He was part of the original Windows Azure team, principal author of VMware Certificate Auth... Read More →
a3f66d104d3279a294ff622f33a12d5d;Ashlynn Polini;Sr. Events Manager, Docker;Ashlynn Polini runs user conference known as DockerCon, where she helps awesome Docker community members inspire, connect and learn from each other. Prior to Docker, Ashlynn worked at startups helping to build marketing and operations programs, and ordered company lunches . Ashlynn... Read More →
ae900289e3dc84efbfe265bed5aad387;Ping Zou;Principal Software Engineer, Intuit;Ping Zou and her coworkers started Intuit open-source platform for observability to maintain application health during deployment via ML anomaly detection called foremast. Before that she is Sr. Principal Engineer at PayPal and eBay led, designed and implemented Unified Monitoring... Read More →
ae900289e3dc84efbfe265bed5aad387;Minhan Xia;Software Engineer, Google;Minhan Xia has been a member of Kubernetes networking team at Google since K8s 1.0 2015. He has contributed to various aspects of K8s networking, including pod networking, K8s service and K8s ingress.
405f362a9c68b1f9728cb83c6d8710ee;David Aronchick;Program Manager, Microsoft;David leads Open Source Machine Learning Strategy at Azure. This means he spends most of his time helping humans to convince machines to be smarter. He is only moderately successful at this. |   |  Previously, David led product management for Kubernetes at Google, launched GKE, and... Read More →
bc99d446c4e134d209dc9893faa39f7c;Phillip Wittrock;SWE, Google;Phillip Wittrock is Staff Software Engineer at Google, a member of the Kubernetes Steering Committee, and a Kubernetes SIG CLI Technical Lead. Phillip’s hobbies include debating how kubectl is pronounced and talking about Kubernetes at social events.  |   |  Positions Held: |  Kubernetes... Read More →
bc99d446c4e134d209dc9893faa39f7c;Maciej Szulik;Software Engineer, Red Hat;Maciej is a passionate developer with over 10 years of experience in many languages. He's working on OpenShift and Kubernetes for Red Hat. In his free time he enjoys hacking on bugs.python.org and CPython's IMAP library. He's a frequent speaker at various events and meet ups, including... Read More →
90a1c5bb0f68a1dade332cd32e5c83e8;John Belamaric;Senior Staff Software Engineer, Google;John Belamaric is an experienced software engineer and architect with over 20 years of software design and development experience. He works on the Google Cloud team, focused on Kubernetes and GKE. He is also a core maintainer of CoreDNS, a CNCF project that provides dynamic, DNS-based... Read More →
90a1c5bb0f68a1dade332cd32e5c83e8;Yong Tang;Director of Engineering, MobileIron;Yong Tang is the Director of Engineering at MobileIron working on cloud infrastructure. He contributes to different container and machine learning projects for the open source community. He is a maintainer of CoreDNS and Docker/Moby projects, and had multiple talks in KubeCon before... Read More →
c10902602e2aa394a3c3b18391f5571e;Tan Jiang;Staff Engineer, VMware;I'm a software engineer from VMware, who joined the company around the end of 2015. Currently working on a open source registry project called Harbor. I'm one of the founding member of this project. |   |  I have been giving speech in different meet-ups talking about docker image... Read More →
c10902602e2aa394a3c3b18391f5571e;Steven Zou;Staff Engineer, VMware;Jia Zou (Steven) is a staff engineer of VMware China R&D. He is primarily working on the open source Project Harbor which is an enterprise-class container image registry as lead engineer and core maintainer. Moreover, he’s doing innovation and incubation of projects on Kubernetes... Read More →
ba2c012090133ba8d2d98f503eab37f1;Sanjeev Rampal;Principal Engineer, Cisco;Sanjeev Rampal, PhD, is a Principal Engineer working at Cisco Systems on the architecture and development of an enterprise multi-cloud platform based on Kubernetes. He has over 20 years of experience in development of cloud and networking products that are deployed in production worldwide... Read More →
ba2c012090133ba8d2d98f503eab37f1;Ryan Bezdicek;Software Engineer, Cray Inc.;Ryan Bezdicek is using kubernetes to build the next generation of supercomputer at Cray Inc. He’s active in several kubernetes working groups including multitenancy and conformance. A tester and DevOps consultant by background, Ryan has experienced first hand the benefits of adding... Read More →
f594aa6d6d2ec479dac44c375b8be460;Shyam Jeedigunta;Software Engineer, Amazon;Shyam is a Software Engineer (formerly at Google) working on the kubernetes project since late 2016. His primary area of focus is performance and scalability of Kubernetes clusters and is a lead for SIG Scalability. He is among the top 20 contributors to the kubernetes project and... Read More →
f594aa6d6d2ec479dac44c375b8be460;Wojciech Tyczynski;Staff Software Engineer, Google;Wojciech is working on Google Technical Infrastructure & Cloud since 2012. Since February 2015 he works on Kubernetes and Google Kubernetes Engine, focusing mainly on scalability, performance and scheduling. Before that, he was working on Omega project, where for the last year he... Read More →
cbeb6b44a8fd9a25b95c190e5fac22b7;Emiliano Berenbaum;CTO, Scytale;Before co-founding Scytale, Emiliano was a principal engineer at Splunk, where he helped lead the engineering effort to convert Splunk into an entirely SaaS offering and platform. Previously, he was Okta’s founding employee, where he worked on all aspects of the SaaS offering, culminating... Read More →
cbeb6b44a8fd9a25b95c190e5fac22b7;Scott Emmons;Principal Engineer, Scytale;
ed36bb83476fce99a92e93f29965efea;Da Ma;Kubernetes Maintainer, SIG-Scheduling Co-Leader, Volcano leader, Huawei;Kubernetes Maintainer, SIG-Scheduling Co-Leader, Volcano leader. Jilin University master’s degree, majoring in grid computing and distributed system. After graduation, he focus on resource management, resource scheduling in distributed system. |  Kubernetes Maintainer，SIG-Scheduling联合负责人，kube-batch... Read More →
ed36bb83476fce99a92e93f29965efea;Kevin Wang;Principal Engineer, Huawei;Zefeng(Kevin) Wang is a Principal Engineer of the PaaS Team at Huawei. Currently working on Kubernetes, KubeEdge and Huawei Cloud container products. He is the lead of Huawei Kubernetes & Cloud Native open source team and co-founder of KubeEdge project.
9f91335a566584503916c32155c92613;Steven  Dake;Istio WG Lead, Independent;Steve is a core approver of several parts of Istio and an Istio environments workgroup co-chair lead. Steve is also involved in the CNCF TOC as a contributor. |  | Steve has been involved in open source for roughly 20 years. Steve also served on the board of directors of the OpenStack... Read More →
f8217db9ad043394ae6eb2a30ebfa91f;Gabriela Soria;Intern, CNCF (Opentracing /Jaeger);Gabriela Soria is a former Outreachy intern. The goal of her internship was to create a set of performance tests to understand the overhead of doing instrumentation. She participated lately in the Paraguayan Revenue Agency project to migrate the tax system to modern architecture... Read More →
b5905d328bd27fd0e49635a45d2f2090;Thomas Graf;Co-Founder & CTO, Isovalent;Thomas Graf is Co-Founder & CTO at Isovalent and creator of the Cilium project. Before this, Thomas has been a Linux kernel developer at Red Hat for many years.
b8360ae33e941f349c7e91fa7a4bb56d;Maya Kaczorowski;Product Manager, Google;Maya is a Product Manager in Security & Privacy at Google, focused on container security, specifically container runtime security. She's published several blog posts on container security, and has talked on many security topics, including supply chain security, runtime security, secret... Read More →
b8360ae33e941f349c7e91fa7a4bb56d;Ann Wallace;Security Global Practice Lead, Google;Ann Wallace is the Global Security Practice Lead for Google Cloud PSO, helping customers become more secure in GCP. Ann is heavily involved with Women Who Code Portland and has presented at several cloud conferences. Before Google Ann spent 14 years at Nike in various engineering... Read More →
5dfc344b79d5c33f5c52bddb95ce76bb;Eden Pierre Rozin;Product Manager, AT&T;I lead a team of technical product managers working on some of the most exciting open-sources @ the network and cloud domain. All of our work is contributed to open-source project under Linux Foundation. e.g. ONAP, Akraino, ONF and more.
f623df7e6ceccbceaf78d871ad85f102;Flynn;Principal Software Engineer, Datawire;Flynn is a Principal Software Engineer at Datawire, where he leads development of Ambassador, an open-source Kubernetes-native API gateway meant to make Envoy accessible without needing to become an Envoy expert.  Flynn's career in computing spans more than thirty years and runs... Read More →
eec751246e1128655fc1dd4786596109;Fabrice Jammes;Senior cloud architect, LSST Corporation & French National Institute of Nuclear and Particle Physics (IN2P3);Experienced in extreme-scale data sets management, Fabrice works for both the French National Institute of Nuclear and Particle Physics and LSST Corporation. Currently, he plays a key role in a highly skilled development team based at Stanford University. This team builds an open-source... Read More →
92907f864dd4e608993dc082b2ffe8fc;Paul Jones;Cloud Software Engineer, Dyson;Paul is a Software Engineer with a background building and deploying microservice applications to enterprise clients. |  His repertoire spans application development, cloud infrastructure and container orchestration, whilst also being an advocate for XP practices.
e5b715f6e6ead0ab4a98502f6368e19e;Zsolt Homorodi;Senior specialist, IT, VTT;I work at VTT (Technical Research Centre of Finland) as a Senior Specialist (IT). My main role is to support the data scientists in my team: taking care of all the server development and DevOps needs of our projects. For the last 2.5 years I mainly work on a data collection application... Read More →
f17e2a581236d2e7c838be9e7dbbf501;Cheryl Hung;Director of Ecosystem, CNCF;Cheryl Hung is the Director of Ecosystem at the CNCF. Her mission is to increase the adoption of Kubernetes and cloud native by growing the community and advocating for end users. She founded and runs the Cloud Native London meetup. |   |  Previously Cheryl spent five years as a C... Read More →
f17e2a581236d2e7c838be9e7dbbf501;Jeff Brewer;Vice President, Chief Architect of the Small Business and Self Employed Group, Intuit;Jeff is Vice President, Chief Architect of the Small Business and Self Employed Group at Intuit. This group is responsible for QuickBooks and its ecosystem. As Vice President, Chief Architect of QuickBooks, Jeff is responsible for the technology strategy of the small business and... Read More →
f17e2a581236d2e7c838be9e7dbbf501;Brad Topol;Distinguished Engineer, IBM;Dr. Brad Topol is an IBM Distinguished Engineer leading efforts focused on Open Technologies and Developer Advocacy. In his current role, Brad leads a development team focused on contributing to and improving Kubernetes. Brad is a Kubernetes contributor, serves as a member of the... Read More →
f17e2a581236d2e7c838be9e7dbbf501;Ken Owens;Vice President, Digital Native Architecture, Mastercard;Ken Owens is the Vice President for Digital Native Architecture at Mastercard. He was previously the CTO of Cloud Native Platforms at Cisco, where he was responsible for creating and communicating technical/scientific vision and strategy for Cisco’s cloud native technologies. He... Read More →
5e808f4ffd742aef95e029f37ee82b60;Josh Berkus;Community Lead at Red Hat, Red Hat;Josh Berkus is Red Hat's Kubernetes Community Manager, which is the reason he spends so much time working in SIG-Release and SIG-Contributor Experience. He's also a long-time database geek, and has done benchmarks for the TPC and SPEC. His real passion in the cloud native world is... Read More →
5e808f4ffd742aef95e029f37ee82b60;Łukasz Gryglicki;Senior Software Developer, Cloud Native Computing Foundation;I am a Senior Developer at the CNCF since March 2017. Prior to joining the CNCF, I've worked remotely for companies based in the US, including CleverStep, Jamis and Spreemo Health. |  Currently, I'm working on a few CNCF projects (Devstats, velocity (top projects for CNCF, The Linux... Read More →
42e8955173cac414599d1c537e819c65;Illya Chekrygin;Founding Engineer, Upbound;"Illya is a Founding Engineer at Upbound where he is working on advancing cloud-native computing by ""freeing the cloud"". He is also a maintainer of the open source Crossplane (https://crossplane.io) project. Prior to Upbound, Illya had been leading Kubernetes adoption at HBO and Z... Read More →"
f30d98c2a00e879d6658b1da5b177d65;Yong Tang;Director of Engineering, MobileIron;Yong Tang is the Director of Engineering at MobileIron working on cloud infrastructure. He contributes to different container and machine learning projects for the open source community. He is a maintainer of CoreDNS and Docker/Moby projects, and had multiple talks in KubeCon before... Read More →
f30d98c2a00e879d6658b1da5b177d65;Yuan Tang;Senior Software Engineer, Ant Financial;Yuan is currently a senior software engineer at Ant Financial, building AI infrastructure and AutoML platform. He's a committer of TensorFlow, XGBoost, Apache MXNet, maintainer of several Kubeflow projects, and author of numerous open source softwares. He's also the author of best-selling... Read More →
c280e30f44de379b77a3b0fd122c91b9;Terence Lee;Principal Languages Engineer, Heroku;
c280e30f44de379b77a3b0fd122c91b9;Stephen Levine;Staff Software Engineer, Pivotal;Stephen Levine is a Pivotal product manager and software engineer. He is the Cloud Foundry Project Lead for CF Local, CF Dev, and the core CF Buildpacks, as well as a co-owner of the Cloud Native Buildpacks project in the CNCF's Cloud Native Sandbox.
54444050f076c461e8654afdec6a9c9e;Bryan Boreham;Director Software Engineering, Weaveworks;Bryan is Director of Engineering at Weaveworks, delivering deployment, observability and monitoring for containers and microservices.  |   |  Previously, Bryan has worked on many kinds of systems including financial trading, factory control and cake-shop. Outside of work he is a father... Read More →
54444050f076c461e8654afdec6a9c9e;Tom Wilkie;VP Product, Grafana Labs;Tom is VP Product at Grafana Labs, but really he is a software engineer. Tom is a maintainer on the Prometheus project and a maintainer and the original author of Cortex, both CNCF projects. |   |  Previously Tom founded Kausal, a company working on Prometheus, and worked at companies... Read More →
cf5671daf3f1c26214ecb2a466eeeac9;Loc Nguyen;Staff Engineer II, VMware;Loc Nguyen has been working in the container space for the last 5 years.  He is now involved with Vmware’s OSS kubernetes work, one area being cluster lifecycle. He lives and works in San Francisco and spends his free time traveling the world and trying out new cuisines.
cf5671daf3f1c26214ecb2a466eeeac9;Sidharth Surana;Staff Engineer, VMware;
bef04a89c51c8b4ec2144441d219a0fe;Benjamin Elder;Software Engineer, Google;Ben first worked on Kubernetes around the 1.0 launch, implementing the initial version of the iptables kube-proxy for Google Summer of Code 2015. |  He later started working full time on Kubernetes in the summer of 2017, focusing on the test-infra, local clusters, build, and test... Read More →
bef04a89c51c8b4ec2144441d219a0fe;James Munnelly;Solutions Engineer, Jetstack.io;James is a Solutions Engineer at Jetstack, which involves helping customers bend and break Kubernetes to their will. |  He helps maintain a number of extensions to Kubernetes, including cert-manager (a Kubernetes native x509 certificates platform), kubernetes-sigs/kind (Kubernetes-in-Docker... Read More →
b55473e7610719b7db4ed28eb64eb595;Purvi Desai;Senior Software Engineering Manager, Google;Purvi Desai heads engineering teams for GKE Networking, OSS Kubernetes Networking and Load balancer at Google. Prior to Google, Purvi was an early employee of Zscaler, where she conceptualized and led Zscaler’s software defined perimeter product - Private Access, Mobile security... Read More →
b55473e7610719b7db4ed28eb64eb595;Tim Hockin;Principal Software Engineer, Google;Tim is a Principal Software Engineer at Google, where he works on the Kubernetes and Google Container Engine (GKE). He is a co-founder of the project, and he is responsible for topics like networking, storage, node, federation, resource isolation, and cluster sharing. |  Before Kubernetes... Read More →
55f72125e3c00cea847bb0fbf61dc1b8;Daniela Miao;Engineering, LightStep;Daniela Miao is currently working at LightStep, where she joined 2 years ago as a software engineer. Prior to LightStep, she was an engineer on the DynamoDB team at Amazon Web Services (AWS), where she spoke at many external events including Big Data meetups and the AWS developer... Read More →
471758bf9287b654bb1ff1e1df14d2b4;Abhishek Sangwan;Product Engineer, MavenHive Technologies;Abhishek works for Mavenhive, a Bangalore based consultancy. Abhishek has been consulting with Gojek for more than 2 years now. Gojek one of the fastest growing unicorn in South East Asia, which offers transportation, logistics, mobile payments, food delivery, and many other on-demand... Read More →
471758bf9287b654bb1ff1e1df14d2b4;Akashdeep Singh;Product Engineer, GO-JEK;Akashdeep works for GO-JEK, one of the fastest growing unicorn in South East Asia, which offers transportation, logistics, mobile payments, food delivery, and many other on-demand services in the region. He is a Product Engineer in Core Payments team. Before joining payments team... Read More →
fcfacf63753b9a0cf967534a12e4b5ef;Rob Scott;Lead Site Reliability Engineer, ReactiveOps;Rob Scott works with the team at ReactiveOps where he focuses on all things Kubernetes. He was an author of the recent “CI/CD with Kubernetes” ebook published by The New Stack. With a wide variety of experience in software engineering and architecture, he developed a passion for... Read More →
d55c9383b963fe1fd1a3a0d9387295c7;Xiaoyu Zhang;Software engineer, Alibaba;Xiaoyu Zhang is a software engineer in Alibaba group. He's a member of the Kubernetes organization. He mainly works on Kubernetes project and focuses on Docs, kubectl, controller-manager, storage and runtime areas. He had a speech in Cloud Native End User Conference 2018. This is... Read More →
d55c9383b963fe1fd1a3a0d9387295c7;Lei Zhang;Staff Engineer, Alibaba;Lei (Harry) Zhang, Staff Engineer of Alibaba. Lei is a co-maintainer of Kubernetes community, mainly focus on CRI, scheduling, resource mgmt and secure container runtime. Lei was once a member of KataContainers/Hyper team, and a Visiting Researcher at Microsoft Research (MSR). Lei... Read More →
e761364d879b109566b56bfc38ffb1e7;LEO LIANG;Engineering Manager, Cruise Automation;Leo has 10+ years experience in high scale distributive system and worked for Microsoft, Amazon AWS, Twitter and a few startups as the role of Engineers and Engineering leaders.  Main Open Source project involvement:  LinkerD Contributor.   Public Products: Amazon ELB - 1/5 core engineers... Read More →
d8a6c2398b12a8c362bda8bd234d1456;Michelle Au;Software Engineer, Google;Michelle Au is a software engineer at Google and is a Kubernetes SIG Storage maintainer. She has worked on Kubernetes volume security, the Container Storage Interface, volume topology, and local persistent storage.
0174d2f9f347c3614a5c7199e56562d5;Chris Hoge;Senior Strategic Program Manager, OpenStack Foundation;Chris Hoge is a Senior Strategic Program Manager for the OpenStack Foundation, where he focuses on interoperability testing and containers. He’s also active in the Kubernetes community as a co-lead on both the OpenStack and Cloud Provider SIGs. Previously he worked on cloud automation... Read More →
0174d2f9f347c3614a5c7199e56562d5;Andrew Sy Kim;Open Source Engineer, VMware;Andrew Sy Kim is an Open Source Engineer at VMware and an active member of the Kubernetes community. He’s a co-chair of the Kubernetes Cloud Provider SIG (Special Interest Group) where he is extending and customizing Kubernetes with a focus on multi-cloud portability and vendor... Read More →
0174d2f9f347c3614a5c7199e56562d5;Jago Macleod;Engineering Director, Kubernetes, Google;
b2326e4ff55e176c4092fc008968d294;Wei Guo;Software Engineer, Ant Financial;Wei Guo is a Software Engineer of Ant Financial. He focuses on the next-gen operation and maintenance standards which take the underlying system of Ant Financial more close to the open source community.
b2326e4ff55e176c4092fc008968d294;Zhen Zhang;Senior Engineer, Alibaba;Zhen Zhang, PhD, currently works at Alibaba. He has 12+ years of working experience in IT. He has been working on the cluster management of software applications. He is instrumental in opening Alibaba cluster data to the public. Currently, he is driving design of new kubernetes based... Read More →
06530f04c75c00ee51a0c9d206479e21;Laurent Bernaille;Staff Engineer, Datadog;Laurent Bernaille worked several years as a consultant specialized in cloud, containers, and automation and helped organizations migrate to the public cloud, adopt containers and improve their deployment pipelines. He is now Staff Engineer at Datadog and works in the Compute team... Read More →
06530f04c75c00ee51a0c9d206479e21;Robert Boll;Compute lead, Datadog;Rob is a software engineer with a keen interest in cloud infrastructure and delivery. He is currently leading the Compute team at Datadog, working on building and scaling global compute infrastructure built on Kubernetes.
84a37c97006a709e88d52771099ce13d;James Haughwout;Head of Infrastructure & Operations, Spotify;"Jim Haughwout (pronounced ""how-it""), is the Head of Infrastructure & Operations as Spotify. He is passionate about creating technology that let people discover new items of interest, do things they have never been able to do before and overcome ""unsolvable"" problems. He is equally... Read More →"
b1d7b7ea054a3a760b4f37cd05f003b3;Ville Aikas;Software Engineer, Google;Ville is a member of the Technical Oversight Committee for Knative, leads Knative Eventing, and (with Matt) conceived ducks for K8s. Previously, Ville worked on Helm, K8s Service Catalog and Kubernetes (before it was Kubernetes). Before the OSS stint Ville was a TL for Google Cloud... Read More →
b1d7b7ea054a3a760b4f37cd05f003b3;Matt Moore;Software Engineer, Google;Matt is a member of the Technical Oversight Committee for Knative, leads Knative Serving, and started Knative Build. Previously, Matt was Uber TL of container tools, and was the original TL for Google's Container Registry (gcr.io).
76eb7418cc42fc305547af6687865592;Krzysztof Adamski;Data Infrastructure Architect, ING;Over 10 years of experience working with data and maintaining data platform from RDBMS, through DWH, Hadoop to cloud environments. From the architecture design decisions till full production support. Got his hands dirty managing 2500 Hadoop cluster at Spotify and taking a part in... Read More →
76eb7418cc42fc305547af6687865592;Rob Keevil;Data Analytics Platform lead, ING;Rob is a Solution Architect and developer for Big Data applications, with 10 years experience working in financial services and counter-fraud domains. He’s currently working with ING Netherlands in their Advanced Analytics team. The team is an “internal start up,” which aims... Read More →
369a9edf58524539c4dfd125d44b7ab5;Lubomir I. Ivanov;Open Source Engineer, VMware;I started contributing to Kubernetes in 2017. I've been involved in various areas covered by SIG Cluster Lifecycle, SIG Release and SIG Testing. The primary sub-project that I work on is kubeadm.
369a9edf58524539c4dfd125d44b7ab5;Fabrizio Pandini;Software Engineer, UniCredit;Fabrizio has been engaged in Kubernetes work for over two years now and been involved in SIG cluster-lifecycle, kubeadm, kind, and other subprojects. Fabrizio has 20+ years of experience on software development and integration, he is passionate about all things cloud native, open... Read More →
715768ab5620b5c56bd79d03254b561a;Jin Zhang;Senior Software Engineer, Alibaba;
715768ab5620b5c56bd79d03254b561a;Haibing Zhou;Software Engineer, eBay;
742da6b7e349fc51a97ca17a9144cace;Stephen Augustus;Sr. Cloud Native Architect, VMware;Stephen Augustus is an active leader in the Kubernetes community. He currently serves as the Product Management Chair for Kubernetes, and a Chair for both the Release and Azure SIGs. |   |  Stephen's job at VMware includes driving meaningful interactions between internal teams and... Read More →
742da6b7e349fc51a97ca17a9144cace;Ihor Dvoretskyi;Developer Advocate, Cloud Native Computing Foundation;
9efd7d6fef1bd393c539ca1b0bb8d70e;Waldemar Quevedo;Software Engineer, Synadia Communications, Inc;"Waldemar Quevedo is a Software Engineer at Synadia, where he works on the NATS project and the ecosystem around it. He is author of the ""Practical NATS"" book, which is one of the first books about the project. |  Before he was at Apcera where he worked on a container orchestration... Read More →"
bf1d178b4aef989e46eb9647dca1bfb5;Lukas Puehringer;Research Associate, NYU;Lukas Puehringer is a research scholar and developer at NYU's Center for Cyber Security (CCS), where he leads, the development of in-toto and has been co-maintaining several of Prof. Justin Cappos' software projects, such as the Seattle and Sensibility Network Testbeds and The Update... Read More →
bf1d178b4aef989e46eb9647dca1bfb5;Justin Cappos;Professor, New York University;Justin Cappos is a professor in the Computer Science and Engineering department at New York University, who strives to provide service to society through technology. Justin's research philosophy focuses on solving real world security problems in practice. He and his students often... Read More →
abedb018534fc92adf8fc34f0a6cddb8;Justin Santa Barbara;Software Engineer, Google;Justin has been contributing to kubernetes since 2014, acting as one of the primary developers and maintainers for the AWS support, and serves as a lead on sig-aws. He started the kops project, for managing and operating kubernetes clusters, and is a maintainer on kops. He joined... Read More →
49ebc2b0cd85689b8a171d5a91b10f46;Blake Barnett;Staff Engineer, Postmates;Blake has spent the past 20 years working on infrastructure and cloud systems, from the very large scale at Apple, to co-founding a small startup. He misses BBSes and loves D&D. He currently leads the Kubernetes and related platform infrastructure team at Postmates.
49ebc2b0cd85689b8a171d5a91b10f46;Pavithra Ramesh;Software Engineer, Google;Pavithra Ramesh is a member of the Kubernetes |  Engine Networking team at Google. She works on |  several parts of the networking stack including |  pod networking, DNS and K8s ingress.
4121cde5c071653f1de704253aa77e83;Warren Fernandes;Staff Software Engineer, Pivotal Software, Inc.,;Warren Fernandes is an engineer on the Cloud R&D team at Pivotal focused on open source observability tools. Warren has been a contributor to the Prometheus project and has helped integrate technology like promql into Pivotal’s metrics products. Warren has a Master’s Degree in... Read More →
4121cde5c071653f1de704253aa77e83;Jason Keene;Software Engineer, Pivotal Software, Inc.,;Jason Keene is an engineer at Pivotal working on observability for Kubernetes and Cloud Foundry. He co-organizes the Boulder Gophers meetup and is an active member of the Colorado Go community. Jason works out of Denver where he enjoys running, hiking, biking, camping, and medita... Read More →
0537c41b237e0ca201c8c8bfc10b50b4;Sanjeev Rampal;Principal Engineer, Cisco;Sanjeev Rampal, PhD, is a Principal Engineer working at Cisco Systems on the architecture and development of an enterprise multi-cloud platform based on Kubernetes. He has over 20 years of experience in development of cloud and networking products that are deployed in production worldwide... Read More →
0537c41b237e0ca201c8c8bfc10b50b4;Ryan Bezdicek;Software Engineer, Cray Inc.;Ryan Bezdicek is using kubernetes to build the next generation of supercomputer at Cray Inc. He’s active in several kubernetes working groups including multitenancy and conformance. A tester and DevOps consultant by background, Ryan has experienced first hand the benefits of adding... Read More →
0537c41b237e0ca201c8c8bfc10b50b4;Erica von Buelow;Software Engineer, Red Hat;Erica Von Buelow is a Senior Software Engineer at Red Hat and previously at CoreOS. She is a full stack engineer and software developer working on the Openshift Container Platform and Kubernetes at Red Hat with focus on security and auth functionality. She has spoken at Red Hat Summit... Read More →
0537c41b237e0ca201c8c8bfc10b50b4;Tasha Drew;Product Manager, VMWare;Tasha Drew is a product line manager at VMware, working on vSphere, and is the co-chair for the Kubernetes Mulitenancy working group. Previously, she was the product manager for Habitat.sh, an open source framework for building, running and deploying applications in a 12-factor, cloud-native... Read More →
4c3abe092f8e7177f07d981a20cfac1e;Mike Danese;Software Engineer, Google;Mike is a software engineer at Google. He has worked on Kubernetes and GKE for over four years and is currently the lead of the GKE Identity Team. He is a chair and TL of the Kubernetes Auth Special Interest Group. He develops and maintains authentication infrastructure in Kubernetes... Read More →
fc8bf4b9e14b26fe589b494acedd04c0;Igor Khapov;Head of virtualisation development department, IBM;Team manager and technical expert with more than 10 years of development experience. Blockchain evangelist. Speaker in multiple technical meetups and conferences. |  IBM Cloud advisor, Kubernetes and Docker expert. Mentor for multiple hackathons.
b6be08d63f0cf070dc6b87dc2a36677f;Daniel Bryant;Product Architect, Datawire;Daniel Bryant works as an Independent Technical Consultant and Product Architect at Datawire. His technical expertise focuses on ‘DevOps’ tooling, cloud/container platforms, and microservice implementations. Daniel is also a Java Champion, contributes to several open source projects... Read More →
b6be08d63f0cf070dc6b87dc2a36677f;Nic Jackson;Schedule or People, HashiCorp;Nic Jackson is a developer advocate at HashiCorp and the author of “Building Microservices in Go” a book which examines the best patterns and practices for building microservices with the Go programming language. Additionally, Nic is writing “Vault in Action” with his co-author... Read More →
eeddcb11105ea5b1e9044db64c4e02b1;Sébastien Han;Principal Software Engineer, Storage Architect, Red Hat;Sebastien Han is a Principal Software Engineer and Storage Architect for Red Hat. He has been involved with OpenStack and Ceph Storage since 2011 and has built a strong expertise around these two areas. Curious and passionate, he loves working on bleeding edge technologies and identifying... Read More →
eeddcb11105ea5b1e9044db64c4e02b1;Federico Lucifredi;Product Management Director, Red Hat;"Product Management Director for Ceph Storage at Red Hat, formerly the Ubuntu Server PM at Canonical, and the Linux ""Systems Management Czar"" at SUSE."
ec09b72d2bd5fa9da45ea6c2de7e652a;Janet Kuo;Software Engineer, Google;Janet is a Software Engineer for Google Cloud. She joined the Kubernetes project before the 1.0 launch in 2015. She is the owner of Kubernetes workload APIs and an active SIG Apps contributor. She enjoys speaking at conferences and meetups about Kubernetes and has delivered talks... Read More →
43d55abb2f6d332d5498bf409dcecc7e;Bryan Liles;Senior Staff Engineer, VMware;
cf886518c526e6d5555cfd19530a07d5;Laura Rehorst;Product Owner - Stratus Platform, ABN AMRO Bank NV;Laura is the two-times Dutch Boxing Champion and Product Owner for the Stratus Platform team, with responsibility for the delivery and operation of the cloud-native platform within ABN AMRO.
cf886518c526e6d5555cfd19530a07d5;Mike Ryan;DevOps Consultant, backtothelab.io;Mike Ryan is a DevOps Consultant specialising in cloud adoption and automation. He is the author of AWS System Administration, and is currently assisting with the design and implementation of ABN AMRO's cloud-native strategy.
cbef878aaef0d173ab078b9223db0fc7;Frederic Branczyk;Software Engineer, Red Hat;Frederic is an engineer at Red Hat (previously CoreOS) contributing to Prometheus and Kubernetes to build state of the art modern infrastructure and monitoring tools. He discovered his interest in monitoring tools and distributed systems in his previous jobs, where he used machine... Read More →
cbef878aaef0d173ab078b9223db0fc7;Tom Wilkie;VP Product, Grafana Labs;Tom is VP Product at Grafana Labs, but really he is a software engineer. Tom is a maintainer on the Prometheus project and a maintainer and the original author of Cortex, both CNCF projects. |   |  Previously Tom founded Kausal, a company working on Prometheus, and worked at companies... Read More →
7db191a01afb96b1dedce23317059ab8;Bryan Liles;Senior Staff Engineer, VMware;
